sample,nonambig,all
CSU4642/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10289,10969
CSU4643/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10289,10969
CSU4664/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10882,10969
CSU4684/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10707,10969
CSU4690/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10793,10969
CSU4693/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10953,10969
CSU4700/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,8908,10969
CSU4701/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,9232,10969
CSU4702/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10955,10969
CSU4703/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10960,10969
CSU4713/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10715,10969
CSU4714/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9138,10803
CSU4746/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10782,10969
CSU4756/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10784,10969
CSU4763/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10880,10969
CSU4768/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,8720,10803
CSU4769/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,9143,10969
CSU4776/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10878,10969
CSU4788/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10794,10969
CSU4808/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10794,10803
CSU4812/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10716,10969
CSU4813/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10373,10969
CSU4842/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10476,10514
CSU4847/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10509,10803
CSU4854/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10586,10969
CSU4857/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10679,10969
CSU4858/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10956,10970
CSU4860/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10960,10969
CSU4862/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10874,10969
CSU4870/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10281,10970
CSU4875/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10304,10971
CSU4899/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10132,10514
CSU4908/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10953,10969
CSU4911/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10957,10969
CSU4912/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU4916/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10959,10969
CSU4919/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10957,10969
CSU4924/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10790,10803
CSU4931/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10589,10803
CSU4932/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10781,10969
CSU4934/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU4936/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10248,10514
CSU4937/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10950,10969
CSU4940/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10791,10803
CSU4946/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10960,10969
CSU4947/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10959,10969
CSU4950/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU4955/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10960,10969
CSU4956/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10505,10514
CSU4960/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10943,10969
CSU4964/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10789,10803
CSU4965/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10954,10969
CSU4967/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9757,10514
CSU4974/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10763,10803
CSU4975/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU4978/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10959,10969
CSU4979/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10793,10803
CSU4981/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10945,10969
CSU4983/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10955,10969
CSU4987/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10959,10969
CSU4989/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10795,10804
CSU4991/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10961,10969
CSU4993/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10959,10969
CSU4994/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10947,10969
CSU4999/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10958,10969
CSU5001/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10881,10969
CSU5003/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10958,10969
CSU5004/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10961,10969
CSU5005/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10957,10969
CSU5024/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,8838,9920
CSU5028/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10960,10969
CSU5039/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10959,10969
CSU5049/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10959,10969
CSU5051/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10590,10731
CSU5059/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10953,10969
CSU5063/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10956,10969
CSU5070/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10603,10803
CSU5071/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10953,10969
CSU5073/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU5076/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10647,10803
CSU5078/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU5108/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10790,10803
CSU5111/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10306,10514
CSU5126/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10778,10803
CSU5142/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10959,10969
CSU5162/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10960,10969
CSU5166/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10958,10969
CSU5177/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10959,10969
CSU5181/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10559,10969
CSU5183/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10956,10969
CSU5193/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10961,10969
CSU5198/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU5200/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10502,10514
CSU5201/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10877,10969
CSU5210/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU5236/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,9438,10969
CSU5243/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10960,10969
CSU5255/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10792,10803
CSU5266/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10959,10969
CSU5268/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9879,10969
CSU5269/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9013,10803
CSU5271/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU5274/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10626,10803
CSU5284/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10495,10514
CSU5297/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10958,10969
CSU5301/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10960,10969
CSU5306/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10965,10969
CSU5308/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10955,10969
CSU5313/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU5320/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10931,10968
CSU5325/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10619,10803
CSU5344/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10486,10969
CSU5349/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10955,10969
CSU5358/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU5359/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10954,10969
CSU5360/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10954,10969
CSU5361/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU5368/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10883,10969
CSU5369/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10878,10969
CSU5384/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10946,10969
CSU5385/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10953,10969
CSU5386/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10704,10969
CSU5392/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10957,10968
CSU5952/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10829,10969
CSU6017/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10878,10969
CSU6034/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10959,10969
CSU6058/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10957,10969
CSU6099/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10911,10969
CSU6189/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10955,10969
CSU6192/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU6194/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10813,10969
CSU6226/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10287,10969
CSU6262/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10688,10969
CSU6272/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10707,10969
CSU6290/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10956,10969
CSU6306/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10954,10969
CSU6318/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU6326/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10870,10969
CSU6327/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10962,10969
CSU6347/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10929,10969
CSU6354/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU6355/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10716,10969
CSU6371/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10957,10969
CSU6372/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10484,10969
CSU6377/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10719,10969
CSU6387/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10894,10969
CSU6389/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10777,10969
CSU6453/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10956,10969
CSU6485/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10949,10969
CSU6490/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10953,10969
CSU6492/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10960,10969
CSU6508/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10887,10969
CSU6534/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10941,10969
CSU6535/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10704,10969
CSU6537/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU6548/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9622,10969
CSU6556/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,9769,10969
CSU6563/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10709,10969
CSU6569/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10957,10969
CSU6578/2014/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10955,10969
CSU6579/2014/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10959,10969
CSU6598/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10883,10969
CSU6599/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10715,10969
CSU6607/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10955,10969
CSU6618/2014/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10717,10969
CSU6627/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10475,10969
CSU6628/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10932,10969
CSU6653/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10718,10969
CSU6691/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10525,10969
CSU6692/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,9439,10969
CSU6708/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,9104,10514
CSU6732/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,8887,10514
CSU6752/2014/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10670,10969
CSU6762/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10695,10969
CSU6784/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10769,10969
CSU6800/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10881,10969
CSU6803/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,11013,11029
CSU6807/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9646,10803
CSU6822/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10949,10969
CSU6825/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10960,10969
CSU6836/2014/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10713,10969
CSU6841/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10713,10969
CSU6869/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10654,10969
CSU6892/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10868,10969
CSU6893/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10712,10969
CSU6933/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10712,10969
CSU6934/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10458,10969
CSU6937/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10192,10969
CSU6942/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10830,10969
CSU6944/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10527,10969
CSU6958/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10238,10969
CSU6961/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10870,10969
CSU6980/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10954,10969
CSU6989/2014/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10958,10969
CSU7009/2014/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10864,10969
CSU7013/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10961,10969
CSU7028/2014/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10518,10803
CSU7300/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10794,10969
CSU7350/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10883,10969
CSU7506/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10713,10969
CSU7560/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10959,10969
CSU7616/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU7673/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU7676/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU7772/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10883,10969
CSU7945/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU7973/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10931,10969
CSU7975/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10870,10969
CSU7980/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10560,10969
CSU7992/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10878,10969
CSU7996/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10960,10969
CSU8003/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9451,9920
CSU8038/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10883,10969
CSU8054/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10902,10969
CSU8061/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10881,10969
CSU8067/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10957,10969
CSU8123/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,9876,10969
CSU8127/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8134/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10270,10514
CSU8136/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10222,10969
CSU8143/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10959,10969
CSU8144/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10957,10969
CSU8156/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10262,10514
CSU8165/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10714,10969
CSU8185/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10961,10969
CSU8223/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8231/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10958,10969
CSU8256/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10495,10514
CSU8257/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10606,10969
CSU8278/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10324,10514
CSU8302/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU8304/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10883,10969
CSU8325/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10795,10969
CSU8336/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8337/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10959,10969
CSU8339/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10944,10969
CSU8393/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10877,10969
CSU8394/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8400/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10791,10969
CSU8411/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8425/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10882,10969
CSU8427/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10955,10969
CSU8428/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10960,10969
CSU8436/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10793,10803
CSU8458/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10883,10969
CSU8467/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU8492/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10726,10969
CSU8495/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10853,10969
CSU8527/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10740,10803
CSU8528/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10959,10969
CSU8537/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10954,10969
CSU8558/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10819,10969
CSU8564/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10788,10803
CSU8566/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10924,10969
CSU8567/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU8568/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10945,10969
CSU8569/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10952,10969
CSU8573/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10823,10969
CSU8583/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10880,10969
CSU8595/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10954,10969
CSU8609/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10925,10969
CSU8611/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10952,10969
CSU8612/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10878,10969
CSU8613/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10952,10969
CSU8615/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10951,10969
CSU8617/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10948,10969
CSU8618/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10498,10514
CSU8627/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10716,10969
CSU8636/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10961,10969
CSU8639/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10957,10969
CSU8649/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10221,10969
CSU8659/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10919,10969
CSU8660/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10610,10803
CSU8667/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10956,10969
CSU8668/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10878,10969
CSU8688/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10567,10969
CSU8701/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10953,10969
CSU8723/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10790,10803
CSU8724/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,10559,10803
CSU8725/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex,9967,10428
CSU8727/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10780,10803
CSU8747/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10245,10969
CSU8759/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10880,10969
CSU8802/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10793,10969
CSU8834/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10717,10969
CSU8858/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10482,10515
CSU9037/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10882,10969
CSU9184/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10789,10803
CSU9297/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10945,10969
CSU9310/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10883,10969
CSU9322/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10960,10969
CSU9401/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10953,10969
CSU9421/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10502,10514
CSU9465/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10956,10969
CSU9467/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10954,10969
CSU9468/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10844,10969
CSU9472/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10756,10969
CSU9475/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10715,10969
CSU9476/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10883,10969
CSU9489/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU9494/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10954,10969
CSU9505/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex,10956,10969
CSU9535/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10958,10969
CSU9537/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex,10955,10969
CSU9562/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10957,10969
CSU9566/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10723,10969
CSU9567/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex,10769,10803
CSU9571/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10958,10969
CSU9573/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10946,10969
CSU9591/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex,10772,10803
